year,region,school_level,student_count,teacher_count,students_per_teacher,national_avg,gap_from_avg,priority_score
2024,울산,중학교,32514,2706,12.02,11.61,0.4,3.47
2024,인천,중학교,79918,5864,13.63,11.61,2.02,17.36
2024,전남,중학교,46464,5065,9.17,11.61,-2.44,-21.0
2024,전북,중학교,48014,4920,9.76,11.61,-1.85,-15.96
2024,제주,중학교,20139,1727,11.66,11.61,0.05,0.42
2024,충남,중학교,60336,5440,11.09,11.61,-0.52,-4.49
2024,충북,중학교,42385,3972,10.67,11.61,-0.94,-8.11
2024,강원,초등학교,65669,6735,9.75,12.69,-2.94,-23.17
2024,경기,초등학교,726583,51836,14.02,12.69,1.33,10.45
2024,경남,초등학교,171748,13805,12.44,12.69,-0.25,-1.97
2024,경북,초등학교,117023,10900,10.74,12.69,-1.95,-15.4
2024,광주,초등학교,78107,5978,13.07,12.69,0.37,2.95
2024,대구,초등학교,116562,8684,13.42,12.69,0.73,5.77
2024,대전,초등학교,71366,5928,12.04,12.69,-0.65,-5.14
2024,부산,초등학교,146511,10651,13.76,12.69,1.06,8.39
2024,서울,초등학교,363157,27546,13.18,12.69,0.49,3.88
2024,세종,초등학교,32131,2437,13.18,12.69,0.49,3.89
2024,울산,초등학교,62345,4480,13.92,12.69,1.23,9.66
2024,인천,초등학교,150732,10519,14.33,12.69,1.64,12.91
2024,전남,초등학교,82138,8942,9.19,12.69,-3.51,-27.62
2024,전북,초등학교,82220,8351,9.85,12.69,-2.85,-22.42
2024,제주,초등학교,38671,3109,12.44,12.69,-0.25,-1.99
2024,충남,초등학교,111875,9846,11.36,12.69,-1.33,-10.47
2024,충북,초등학교,78167,6851,11.41,12.69,-1.28,-10.1
2025,강원,고등학교,36558,4250,8.6,10.13,-1.52,-15.05
2025,경기,고등학교,360932,32893,10.97,10.13,0.85,8.37
2025,경남,고등학교,89933,8704,10.33,10.13,0.21,2.04
2025,경북,고등학교,64076,7096,9.03,10.13,-1.1,-10.82
2025,광주,고등학교,41505,3891,10.67,10.13,0.54,5.34
2025,대구,고등학교,59533,5985,9.95,10.13,-0.18,-1.76
2025,대전,고등학교,38605,4007,9.63,10.13,-0.49,-4.85
2025,부산,고등학교,70832,7532,9.4,10.13,-0.72,-7.13
2025,서울,고등학교,203087,19850,10.23,10.13,0.11,1.04
2025,세종,고등학교,14342,1430,10.03,10.13,-0.1,-0.95
2025,울산,고등학교,31404,2980,10.54,10.13,0.41,4.07
2025,인천,고등학교,75891,7299,10.4,10.13,0.27,2.68
2025,전남,고등학교,45721,5357,8.53,10.13,-1.59,-15.71
2025,전북,고등학교,48191,5354,9.0,10.13,-1.12,-11.11
2025,제주,고등학교,18711,1778,10.52,10.13,0.4,3.93
2025,충남,고등학교,59648,5942,10.04,10.13,-0.09,-0.86
2025,충북,고등학교,40497,3985,10.16,10.13,0.04,0.36
2025,강원,중학교,37313,3710,10.06,11.81,-1.75,-14.83
2025,경기,중학교,391970,31450,12.46,11.81,0.65,5.54
2025,경남,중학교,96339,8085,11.92,11.81,0.11,0.91
2025,경북,중학교,64338,6228,10.33,11.81,-1.48,-12.52
2025,광주,중학교,43212,3558,12.15,11.81,0.34,2.85
2025,대구,중학교,63675,5144,12.38,11.81,0.57,4.82
2025,대전,중학교,39682,3361,11.81,11.81,-0.0,-0.02
2025,부산,중학교,78993,6149,12.85,11.81,1.04,8.79
2025,서울,중학교,199590,16573,12.04,11.81,0.23,1.98
2025,세종,중학교,16609,1381,12.03,11.81,0.22,1.85
2025,울산,중학교,33565,2751,12.2,11.81,0.39,3.32
2025,인천,중학교,82623,6185,13.36,11.81,1.55,13.12
2025,전남,중학교,47547,5080,9.36,11.81,-2.45,-20.74
2025,전북,중학교,48660,4893,9.94,11.81,-1.86,-15.78
2025,제주,중학교,20750,1766,11.75,11.81,-0.06,-0.5
2025,충남,중학교,62100,5706,10.88,11.81,-0.93,-7.84
2025,충북,중학교,43390,4026,10.78,11.81,-1.03,-8.73
2025,강원,초등학교,61372,6640,9.24,12.15,-2.91,-23.92
2025,경기,초등학교,686938,50658,13.56,12.15,1.41,11.62
2025,경남,초등학교,159140,13649,11.66,12.15,-0.49,-4.02
2025,경북,초등학교,108628,10865,10.0,12.15,-2.15,-17.7
2025,광주,초등학교,72944,5939,12.28,12.15,0.13,1.1
2025,대구,초등학교,110567,8444,13.09,12.15,0.95,7.79
2025,대전,초등학교,67171,5815,11.55,12.15,-0.6,-4.91
2025,부산,초등학교,137882,10348,13.32,12.15,1.18,9.68
2025,서울,초등학교,340539,26798,12.71,12.15,0.56,4.6
2025,세종,초등학교,30981,2558,12.11,12.15,-0.04,-0.3
2025,울산,초등학교,58031,4392,13.21,12.15,1.06,8.76
2025,인천,초등학교,144031,10343,13.93,12.15,1.78,14.63
2025,전남,초등학교,76111,8606,8.84,12.15,-3.3,-27.2
2025,전북,초등학교,75912,8326,9.12,12.15,-3.03,-24.95
2025,제주,초등학교,36244,3088,11.74,12.15,-0.41,-3.39
2025,충남,초등학교,105154,9833,10.69,12.15,-1.45,-11.97
2025,충북,초등학교,73843,6769,10.91,12.15,-1.24,-10.2
